Recording	Participant	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Average_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording5	Participant1	Rectangle	20368	229	67	933	89	3.01691	24981	1388	150	3298	18	25614	1423	183	3348	18	56	50945	33465	463.03	629.19
Recording5	Participant1	Rectangle 1	14856	222	67	583	67	2.98497	17238	862	83	2498	20	18170	909	117	2548	20	41	33465	50945	629.19	463.03
Recording5	Participant1	Rectangle 2	716	239	117	466	3	3.13943	716	239	117	466	3	799	266	117	516	3	0	34464	60020	48.55	274.99
Recording5	Participant1	Rectangle 3	500	125	67	167	4	2.88681	600	600	600	600	1	650	650	650	650	1	3	33815	34464	53.34	48.55
Recording5	Participant1	Rectangle 4	2915	208	67	450	14	2.99143	3048	305	67	816	10	3381	338	83	833	10	4	33465	33815	629.19	53.34
Recording5	Participant1	Rectangle 5	8710	242	67	583	36	2.97929	9726	648	183	1782	15	10476	698	233	1849	15	17	42921	50379	275.52	65.4
Recording5	Participant1	Rectangle 6	2015	202	100	366	10	2.96962	2148	358	117	550	6	2382	397	117	616	6	4	50379	50945	65.4	463.03
Recording5	Participant1	Rectangle 7	19386	223	67	883	87	2.99645	21751	777	100	2831	28	23317	833	150	2898	28	57	92497	95395	152.56	187.94
Recording5	Participant1	Rectangle 8	63950	295	67	1999	217	2.98035	74538	1863	167	6360	40	76653	1916	183	6427	40	157	95395	96077	187.94	301.29
Recording5	Participant1	Rectangle 9	6529	297	133	1449	22	2.97152	7295	811	200	2465	9	7761	862	217	2515	9	11	99209	98343	354.94	533.07
Recording5	Participant1	Rectangle 10	15955	266	83	1199	60	2.98987	17887	745	133	3114	24	18820	784	167	3148	24	32	95395	96077	187.94	301.29
Recording5	Participant1	Rectangle 11	18865	314	67	1749	60	2.98282	21213	731	100	4014	29	22379	772	150	4014	29	27	99708	99975	480.66	48.94
Recording5	Participant1	Rectangle 12	9593	320	83	1366	30	2.96875	10493	617	100	1682	17	11275	663	100	1782	17	11	104472	104888	580.81	41.87
Recording5	Participant1	Rectangle 13	13157	286	67	1999	46	2.97638	14490	1115	167	3264	13	15073	1159	183	3314	13	30	111900	113482	171.16	212.97
Recording5	Participant1	Rectangle 14	37124	260	67	849	143	3.08872	53922	1926	117	15683	28	55088	1967	167	15716	28	91	204296	207910	133.66	280.32
Recording5	Participant1	Rectangle 15	1332	190	67	300	7	3.0657	1449	362	67	733	4	1566	391	67	766	4	3	284891	293818	179.58	172.46
Recording5	Participant1	Rectangle 16	11125	214	67	683	52	3.05571	12674	667	67	2282	19	13440	707	83	2315	19	30	284625	231011	181.15	538.95
Recording5	Participant1	Rectangle 17	0				0		0				0	0				0	0				
Recording5	Participant1	Rectangle 18	766	192	150	300	4	3.09814	799	266	150	500	3	916	305	183	533	3	1	284891	285075	179.58	107.95
Recording5	Participant1	Rectangle 19	0				0		0				0	0				0	0				
Recording5	Participant1	Rectangle 20	283	283	283	283	1	3.12706	283	283	283	283	1	333	333	333	333	1	0	285075	285408	107.95	100.85
Recording5	Participant1	Rectangle 21	283	142	67	217	2	2.91657	283	142	67	217	2	316	158	67	250	2	0	285408		100.85	
Recording5	Participant1	Rectangle 22	7778	259	83	1232	30	3.06672	9227	659	83	2298	14	9743	696	183	2365	14	15	217270	218153	225.22	78.28
Recording5	Participant1	Rectangle 23	6912	209	83	466	33	3.00862	8194	512	83	2615	16	8777	549	100	2665	16	15	218153	218353	78.28	242.53
Recording5	Participant1	Rectangle 24	7095	187	67	650	38	3.05031	8061	448	100	1449	18	8760	487	133	1466	18	15	231360	236568	172.15	358.22
Recording5	Participant1	Rectangle 25	21052	234	17	666	90	2.99941	26815	1915	350	7445	14	27381	1956	383	7445	14	61	332424	331325	468.8	481.38
Recording5	Participant1	Rectangle 26	2698	193	100	366	14	2.98888	2998	500	150	1299	6	3314	552	200	1366	6	8	343450	344116	107.44	172.76
Recording5	Participant1	Rectangle 27	3564	210	83	350	17	2.97973	3914	489	217	766	8	4314	539	250	816	8	9	344632	345215	76.26	548.67
Recording5	Participant1	Rectangle 28	0				0		0				0	0				0	0				
Recording5	Participant1	Rectangle 29	350	175	150	200	2	2.95479	350	175	150	200	2	433	217	200	233	2	0	343450	343683	107.44	158.21
Recording5	Participant1	Rectangle 30	1083	180	100	283	6	2.99801	1149	287	183	416	4	1299	325	233	433	4	2	343683	344116	158.21	172.76
Recording5	Participant1	Rectangle 31	849	212	100	366	4	2.99421	849	212	100	366	4	1066	266	150	416	4	0	354925	355341	385.27	91.21
Recording5	Participant1	Rectangle 32	416	208	200	217	2	2.98287	416	208	200	217	2	516	258	233	283	2	0	356690	356923	75.02	181.07
Recording5	Participant1	Rectangle 33	3668	245	37	683	15	3.02224	4268	854	37	2248	5	4467	893	104	2265	5	8	331325	332424	481.38	468.8
Recording5	Participant1	Rectangle 34	2931	195	117	366	15	2.99422	3364	561	117	1582	6	3664	611	167	1632	6	8	342550	342717	204.16	228.37
Recording5	Participant1	Rectangle 35	2298	177	67	283	13	2.98534	2532	422	200	1266	6	2765	461	233	1316	6	7	345898	347214	60.62	258.8
Recording5	Participant1	Rectangle 36	13442	249	85	633	54	3.16256	15707	1745	433	4648	9	16107	1790	516	4648	9	39	378475	378208	147.46	69.22
Recording5	Participant1	Rectangle 37	1116	159	67	283	7	3.15572	1349	450	83	983	3	1432	477	100	1033	3	3	389950	404739	175.53	123.34
Recording5	Participant1	Rectangle 38	1166	167	67	283	7	3.10364	1282	427	67	683	3	1399	466	100	733	3	4	385187		63.39	
Recording5	Participant1	Rectangle 39	0				0		0				0	0				0	0				
Recording5	Participant1	Rectangle 40	466	233	183	283	2	3.12385	466	233	183	283	2	533	266	233	300	2	0	389950	390183	175.53	135.98
Recording5	Participant1	Rectangle 41	583	146	83	250	4	3.17577	716	358	83	633	2	783	391	100	683	2	1	390183	390866	135.98	104.47
Recording5	Participant1	Rectangle 42	67	67	67	67	1	3.20329	67	67	67	67	1	117	117	117	117	1	0	390866		104.47	
Recording5	Participant1	Rectangle 43	0				0		0				0	0				0	0				
Recording5	Participant1	Rectangle 44	2848	203	100	366	14	3.14488	3214	536	150	1166	6	3464	577	217	1216	6	8	384520	383838	483.95	213.67
Recording5	Participant1	Rectangle 45	2581	199	117	350	13	3.13353	2965	741	133	2248	4	3164	791	183	2282	4	9	383055	386969	221.22	87.24
Recording5	Participant1	Rectangle 46	2915	194	67	533	15	3.08575	3831	766	83	1732	5	3997	799	117	1765	5	8	384787	385187	75.29	63.39
Recording5	Participant1	Rectangle	20368	229	67	933	89	3.01691	24981	1388	150	3298	18	25614	1423	183	3348	18	56	102425	84945	463.03	629.19
Recording5	Participant1	Rectangle 1	14856	222	67	583	67	2.98497	17238	862	83	2498	20	18170	909	117	2548	20	41	84945	102425	629.19	463.03
Recording5	Participant1	Rectangle 2	716	239	117	466	3	3.13943	716	239	117	466	3	799	266	117	516	3	0	85945	111500	48.55	274.99
Recording5	Participant1	Rectangle 3	500	125	67	167	4	2.88681	600	600	600	600	1	650	650	650	650	1	3	85295	85945	53.34	48.55
Recording5	Participant1	Rectangle 4	2915	208	67	450	14	2.99143	3048	305	67	816	10	3381	338	83	833	10	4	84945	85295	629.19	53.34
Recording5	Participant1	Rectangle 5	8710	242	67	583	36	2.97929	9726	648	183	1782	15	10476	698	233	1849	15	17	94402	101859	275.52	65.4
Recording5	Participant1	Rectangle 6	2015	202	100	366	10	2.96962	2148	358	117	550	6	2382	397	117	616	6	4	101859	102425	65.4	463.03
Recording5	Participant1	Rectangle 7	19386	223	67	883	87	2.99645	21751	777	100	2831	28	23317	833	150	2898	28	57	143977	146875	152.56	187.94
Recording5	Participant1	Rectangle 8	63950	295	67	1999	217	2.98035	74538	1863	167	6360	40	76653	1916	183	6427	40	157	146875	147558	187.94	301.29
Recording5	Participant1	Rectangle 9	6529	297	133	1449	22	2.97152	7295	811	200	2465	9	7761	862	217	2515	9	11	150689	149823	354.94	533.07
Recording5	Participant1	Rectangle 10	15955	266	83	1199	60	2.98987	17887	745	133	3114	24	18820	784	167	3148	24	32	146875	147558	187.94	301.29
Recording5	Participant1	Rectangle 11	18865	314	67	1749	60	2.98282	21213	731	100	4014	29	22379	772	150	4014	29	27	151189	151455	480.66	48.94
Recording5	Participant1	Rectangle 12	9593	320	83	1366	30	2.96875	10493	617	100	1682	17	11275	663	100	1782	17	11	155952	156368	580.81	41.87
Recording5	Participant1	Rectangle 13	13157	286	67	1999	46	2.97638	14490	1115	167	3264	13	15073	1159	183	3314	13	30	163380	164962	171.16	212.97
Recording5	Participant1	Rectangle 14	37124	260	67	849	143	3.08872	53922	1926	117	15683	28	55088	1967	167	15716	28	91	255777	259391	133.66	280.32
Recording5	Participant1	Rectangle 15	1332	190	67	300	7	3.0657	1449	362	67	733	4	1566	391	67	766	4	3	336372	345299	179.58	172.46
Recording5	Participant1	Rectangle 16	11125	214	67	683	52	3.05571	12674	667	67	2282	19	13440	707	83	2315	19	30	336105	282491	181.15	538.95
Recording5	Participant1	Rectangle 17	0				0		0				0	0				0	0				
Recording5	Participant1	Rectangle 18	766	192	150	300	4	3.09814	799	266	150	500	3	916	305	183	533	3	1	336372	336555	179.58	107.95
Recording5	Participant1	Rectangle 19	0				0		0				0	0				0	0				
Recording5	Participant1	Rectangle 20	283	283	283	283	1	3.12706	283	283	283	283	1	333	333	333	333	1	0	336555	336888	107.95	100.85
Recording5	Participant1	Rectangle 21	283	142	67	217	2	2.91657	283	142	67	217	2	316	158	67	250	2	0	336888		100.85	
Recording5	Participant1	Rectangle 22	7778	259	83	1232	30	3.06672	9227	659	83	2298	14	9743	696	183	2365	14	15	268751	269634	225.22	78.28
Recording5	Participant1	Rectangle 23	6912	209	83	466	33	3.00862	8194	512	83	2615	16	8777	549	100	2665	16	15	269634	269834	78.28	242.53
Recording5	Participant1	Rectangle 24	7095	187	67	650	38	3.05031	8061	448	100	1449	18	8760	487	133	1466	18	15	282841	288048	172.15	358.22
Recording5	Participant1	Rectangle 25	21052	234	17	666	90	2.99941	26815	1915	350	7445	14	27381	1956	383	7445	14	61	383905	382806	468.8	481.38
Recording5	Participant1	Rectangle 26	2698	193	100	366	14	2.98888	2998	500	150	1299	6	3314	552	200	1366	6	8	394930	395596	107.44	172.76
Recording5	Participant1	Rectangle 27	3564	210	83	350	17	2.97973	3914	489	217	766	8	4314	539	250	816	8	9	396113	396696	76.26	548.67
Recording5	Participant1	Rectangle 28	0				0		0				0	0				0	0				
Recording5	Participant1	Rectangle 29	350	175	150	200	2	2.95479	350	175	150	200	2	433	217	200	233	2	0	394930	395163	107.44	158.21
Recording5	Participant1	Rectangle 30	1083	180	100	283	6	2.99801	1149	287	183	416	4	1299	325	233	433	4	2	395163	395596	158.21	172.76
Recording5	Participant1	Rectangle 31	849	212	100	366	4	2.99421	849	212	100	366	4	1066	266	150	416	4	0	406405	406822	385.27	91.21
Recording5	Participant1	Rectangle 32	416	208	200	217	2	2.98287	416	208	200	217	2	516	258	233	283	2	0	408171	408404	75.02	181.07
Recording5	Participant1	Rectangle 33	3668	245	37	683	15	3.02224	4268	854	37	2248	5	4467	893	104	2265	5	8	382806	383905	481.38	468.8
Recording5	Participant1	Rectangle 34	2931	195	117	366	15	2.99422	3364	561	117	1582	6	3664	611	167	1632	6	8	394031	394197	204.16	228.37
Recording5	Participant1	Rectangle 35	2298	177	67	283	13	2.98534	2532	422	200	1266	6	2765	461	233	1316	6	7	397378	398694	60.62	258.8
Recording5	Participant1	Rectangle 36	13442	249	85	633	54	3.16256	15707	1745	433	4648	9	16107	1790	516	4648	9	39	429955	429689	147.46	69.22
Recording5	Participant1	Rectangle 37	1116	159	67	283	7	3.15572	1349	450	83	983	3	1432	477	100	1033	3	3	441430	456220	175.53	123.34
Recording5	Participant1	Rectangle 38	1166	167	67	283	7	3.10364	1282	427	67	683	3	1399	466	100	733	3	4	436667		63.39	
Recording5	Participant1	Rectangle 39	0				0		0				0	0				0	0				
Recording5	Participant1	Rectangle 40	466	233	183	283	2	3.12385	466	233	183	283	2	533	266	233	300	2	0	441430	441664	175.53	135.98
Recording5	Participant1	Rectangle 41	583	146	83	250	4	3.17577	716	358	83	633	2	783	391	100	683	2	1	441664	442346	135.98	104.47
Recording5	Participant1	Rectangle 42	67	67	67	67	1	3.20329	67	67	67	67	1	117	117	117	117	1	0	442346		104.47	
Recording5	Participant1	Rectangle 43	0				0		0				0	0				0	0				
Recording5	Participant1	Rectangle 44	2848	203	100	366	14	3.14488	3214	536	150	1166	6	3464	577	217	1216	6	8	436001	435318	483.95	213.67
Recording5	Participant1	Rectangle 45	2581	199	117	350	13	3.13353	2965	741	133	2248	4	3164	791	183	2282	4	9	434535	438449	221.22	87.24
Recording5	Participant1	Rectangle 46	2915	194	67	533	15	3.08575	3831	766	83	1732	5	3997	799	117	1765	5	8	436267	436667	75.29	63.39
Recording8	Participant2	Rectangle	66632	231	67	1366	288	2.97472	77774	4093	117	33339	19	78940	4155	183	33339	19	259	43174	36579	270.61	464.15
Recording8	Participant2	Rectangle 1	28763	293	83	1199	98	2.85865	32027	1601	400	6579	20	33176	1659	483	6629	20	74	36579	43174	464.15	270.61
Recording8	Participant2	Rectangle 2	9760	296	133	833	33	2.84743	10626	1063	133	2781	10	11142	1114	200	2831	10	22	36579	43174	464.15	270.61
Recording8	Participant2	Rectangle 3	5763	339	83	1199	17	2.85898	6062	674	167	1432	9	6579	731	233	1499	9	8	52135	52718	55.51	324.39
Recording8	Participant2	Rectangle 4	6962	290	133	966	24	2.88154	7611	761	133	1266	10	8028	803	200	1282	10	13	59146	60412	64.09	261.72
Recording8	Participant2	Rectangle 5	6062	276	83	633	22	2.84876	6745	843	250	1699	8	7095	887	283	1732	8	12	94538	95321	72.19	35.58
Recording8	Participant2	Rectangle 6	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 7	30599	251	67	1399	122	2.93755	34646	1386	88	8760	25	36129	1445	88	8827	25	93	121419	130246	217.93	638.46
Recording8	Participant2	Rectangle 8	40588	252	83	1199	161	2.85745	45951	1702	150	7112	27	47433	1757	200	7145	27	127	130246	130862	638.46	143.1
Recording8	Participant2	Rectangle 9	10909	248	117	533	44	2.87666	12125	674	133	2332	18	12891	716	150	2348	18	23	130546	130862	74.49	143.1
Recording8	Participant2	Rectangle 10	14606	252	83	1199	58	2.84663	15905	636	100	2382	25	17005	680	167	2415	25	32	134360	134526	161.78	31.15
Recording8	Participant2	Rectangle 11	10259	256	100	500	40	2.86563	11425	952	167	2648	12	11858	988	200	2698	12	26	153912	154195	79.7	51.51
Recording8	Participant2	Rectangle 12	4314	270	117	600	16	2.80003	4713	1178	217	3164	4	4913	1228	266	3181	4	12	162190	162456	181	316.82
Recording8	Participant2	Rectangle 13	200	100	83	117	2	2.86835	200	100	83	117	2	333	167	150	183	2	0	176063	176246	181.55	202.8
Recording8	Participant2	Rectangle 14	102564	364	37	2748	282	3.11525	111724	2660	133	18270	42	113290	2697	150	18337	42	218	220548	213636	92.01	543.74
Recording8	Participant2	Rectangle 15	749	187	67	350	4	3.20272	749	187	67	350	4	866	217	67	383	4	0	364546	364762	337.92	34.35
Recording8	Participant2	Rectangle 16	5763	303	133	666	19	3.21879	6062	758	383	1616	8	6412	802	400	1665	8	11	363446	364546	125.19	337.92
Recording8	Participant2	Rectangle 17	167	167	167	167	1	3.36739	167	167	167	167	1	217	217	217	217	1	0	364546	364762	337.92	34.35
Recording8	Participant2	Rectangle 18	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 19	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 20	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 21	67	67	67	67	1	3.08532	67	67	67	67	1	67	67	67	67	1	0				
Recording8	Participant2	Rectangle 22	11359	277	67	1249	41	3.04639	12258	645	83	2948	19	13041	686	133	2998	19	20	245797	246197	96.56	93.48
Recording8	Participant2	Rectangle 23	19753	324	117	1249	61	3.13068	21335	1067	117	3797	20	22084	1104	167	3847	20	39	266765	269114	39.09	159.06
Recording8	Participant2	Rectangle 24	1566	313	100	633	5	3.13383	1715	1715	1715	1715	1	1765	1765	1765	1765	1	4	357734	359499	69.86	433.29
Recording8	Participant2	Rectangle 25	25575	320	83	999	80	3.06513	28473	1424	157	8263	20	29189	1459	191	8263	20	50	411212	410663	112.9	88.73
Recording8	Participant2	Rectangle 26	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 27	866	217	133	383	4	2.97988	883	294	150	533	3	999	333	200	583	3	1	464408	464624	35.62	78.7
Recording8	Participant2	Rectangle 28	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 29	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 30	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 31	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 32	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 33	8011	297	67	749	27	3.02853	8710	1089	316	4747	8	9060	1133	366	4780	8	19	412845	413228	138.61	112.18
Recording8	Participant2	Rectangle 34	15189	292	83	700	52	2.94719	17138	1558	117	8910	11	17671	1606	167	8927	11	36	415226	415726	260.63	47.98
Recording8	Participant2	Rectangle 35	2631	239	100	500	11	2.94933	2865	716	100	1582	4	3031	758	133	1616	4	7	458745	458879	53.09	88.86
Recording8	Participant2	Rectangle 36	46462	289	4	1499	161	3.15505	53308	1666	133	6766	32	54757	1711	167	6766	32	110	486859	486126	143.42	207.51
Recording8	Participant2	Rectangle 37	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 38	1349	169	83	316	8	3.04239	1632	408	167	650	4	1799	450	200	700	4	2	587404	588669	182.72	30.8
Recording8	Participant2	Rectangle 39	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 40	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 41	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 42	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 43	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 44	8577	252	100	799	34	3.13214	9277	714	117	2881	13	9826	756	150	2898	13	21	486126	486859	207.51	143.42
Recording8	Participant2	Rectangle 45	21335	288	83	1016	74	3.05983	22934	764	117	4613	30	24316	811	150	4647	30	43	502781	503164	182.07	34.18
Recording8	Participant2	Rectangle 46	16072	287	100	733	56	2.99793	17204	905	133	2215	19	17954	945	183	2248	19	36	551413	551646	146.8	96.36
Recording8	Participant2	Rectangle	66632	231	67	1366	288	2.97472	77774	4093	117	33339	19	78940	4155	183	33339	19	259	87175	80580	270.61	464.15
Recording8	Participant2	Rectangle 1	28763	293	83	1199	98	2.85865	32027	1601	400	6579	20	33176	1659	483	6629	20	74	80580	87175	464.15	270.61
Recording8	Participant2	Rectangle 2	9760	296	133	833	33	2.84743	10626	1063	133	2781	10	11142	1114	200	2831	10	22	80580	87175	464.15	270.61
Recording8	Participant2	Rectangle 3	5763	339	83	1199	17	2.85898	6062	674	167	1432	9	6579	731	233	1499	9	8	96136	96718	55.51	324.39
Recording8	Participant2	Rectangle 4	6962	290	133	966	24	2.88154	7611	761	133	1266	10	8028	803	200	1282	10	13	103147	104413	64.09	261.72
Recording8	Participant2	Rectangle 5	6062	276	83	633	22	2.84876	6745	843	250	1699	8	7095	887	283	1732	8	12	138539	139321	72.19	35.58
Recording8	Participant2	Rectangle 6	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 7	30599	251	67	1399	122	2.93755	34646	1386	88	8760	25	36129	1445	88	8827	25	93	165420	174247	217.93	638.46
Recording8	Participant2	Rectangle 8	40588	252	83	1199	161	2.85745	45951	1702	150	7112	27	47433	1757	200	7145	27	127	174247	174863	638.46	143.1
Recording8	Participant2	Rectangle 9	10909	248	117	533	44	2.87666	12125	674	133	2332	18	12891	716	150	2348	18	23	174546	174863	74.49	143.1
Recording8	Participant2	Rectangle 10	14606	252	83	1199	58	2.84663	15905	636	100	2382	25	17005	680	167	2415	25	32	178360	178527	161.78	31.15
Recording8	Participant2	Rectangle 11	10259	256	100	500	40	2.86563	11425	952	167	2648	12	11858	988	200	2698	12	26	197913	198196	79.7	51.51
Recording8	Participant2	Rectangle 12	4314	270	117	600	16	2.80003	4713	1178	217	3164	4	4913	1228	266	3181	4	12	206191	206457	181	316.82
Recording8	Participant2	Rectangle 13	200	100	83	117	2	2.86835	200	100	83	117	2	333	167	150	183	2	0	220064	220247	181.55	202.8
Recording8	Participant2	Rectangle 14	102564	364	37	2748	282	3.11525	111724	2660	133	18270	42	113290	2697	150	18337	42	218	264549	257637	92.01	543.74
Recording8	Participant2	Rectangle 15	749	187	67	350	4	3.20272	749	187	67	350	4	866	217	67	383	4	0	408547	408763	337.92	34.35
Recording8	Participant2	Rectangle 16	5763	303	133	666	19	3.21879	6062	758	383	1616	8	6412	802	400	1665	8	11	407447	408547	125.19	337.92
Recording8	Participant2	Rectangle 17	167	167	167	167	1	3.36739	167	167	167	167	1	217	217	217	217	1	0	408547	408763	337.92	34.35
Recording8	Participant2	Rectangle 18	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 19	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 20	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 21	67	67	67	67	1	3.08532	67	67	67	67	1	67	67	67	67	1	0				
Recording8	Participant2	Rectangle 22	11359	277	67	1249	41	3.04639	12258	645	83	2948	19	13041	686	133	2998	19	20	289798	290197	96.56	93.48
Recording8	Participant2	Rectangle 23	19753	324	117	1249	61	3.13068	21335	1067	117	3797	20	22084	1104	167	3847	20	39	310766	313114	39.09	159.06
Recording8	Participant2	Rectangle 24	1566	313	100	633	5	3.13383	1715	1715	1715	1715	1	1765	1765	1765	1765	1	4	401735	403500	69.86	433.29
Recording8	Participant2	Rectangle 25	25575	320	83	999	80	3.06513	28473	1424	157	8263	20	29189	1459	191	8263	20	50	455213	454664	112.9	88.73
Recording8	Participant2	Rectangle 26	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 27	866	217	133	383	4	2.97988	883	294	150	533	3	999	333	200	583	3	1	508409	508625	35.62	78.7
Recording8	Participant2	Rectangle 28	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 29	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 30	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 31	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 32	0				0		0				0	0				0	0				
Recording8	Participant2	Rectangle 33	8011	297	67	749	27	3.02853	8710	1089	316	4747	8	9060	1133	366	4780	8	19	456845	457229	138.61	112.18
Recording8	Participant2	Rectangle 34	15189	292	83	700	52	2.94719	17138	1558	117	8910	11	17671	1606	167	8927	11	36	459227	459727	260.63	47.98
Recording8	Participant2	Rectangle 35	2631	239	100	500	11	2.94933	2865	716	100	1582	4	3031	758	133	1616	4	7	502746	502879	53.09	88.86
